timestamp,blink_rate,blink_duration_ms,eye_temp_celsius,screen_distance_cm,ambient_lux,room_humidity_pct,head_tilt_degrees,strain_level,strain_score
2026-08-11 09:32:51,17,220,35.1,44,296,50,4,Safe,0
2026-08-11 09:33:11,17,190,35.1,44,293,50,6,Safe,0
2026-08-11 09:33:31,17,198,35.1,44,306,51,4,Safe,0
2026-08-11 09:33:50,15,217,34.9,47,302,51,3,Safe,0
2026-08-11 09:34:10,16,219,35.1,46,292,51,4,Safe,0
2026-08-11 09:34:29,15,205,35.0,45,300,50,5,Safe,0
2026-08-11 09:34:48,17,210,34.9,46,309,50,7,Safe,0
2026-08-11 09:35:08,15,199,35.0,46,301,49,4,Safe,0
2026-08-11 09:35:27,17,202,34.8,44,293,50,6,Safe,0
2026-08-11 09:35:46,17,219,35.1,45,297,50,5,Safe,0
2026-08-11 09:36:05,16,211,35.0,44,304,50,4,Safe,0
2026-08-11 09:36:25,15,212,35.1,43,290,50,5,Safe,0
2026-08-11 09:36:45,16,192,35.2,46,290,50,4,Safe,0
2026-08-11 09:37:05,15,205,35.2,45,306,49,3,Safe,0
2026-08-11 09:37:25,15,197,34.8,43,308,50,6,Safe,0
2026-08-11 09:37:46,15,194,35.1,44,306,49,5,Safe,0
2026-08-11 09:38:06,16,213,35.0,47,307,50,7,Safe,0
2026-08-11 09:38:26,16,199,35.0,45,306,51,5,Safe,0
2026-08-11 09:38:46,15,191,35.2,43,292,50,6,Safe,0
2026-08-11 09:39:06,17,183,34.9,43,308,50,4,Safe,0
2026-08-11 09:39:25,17,196,34.8,46,290,49,5,Safe,0
2026-08-11 09:39:45,17,185,35.1,44,310,49,7,Safe,0
2026-08-11 09:40:05,16,202,35.0,47,300,50,6,Safe,0
2026-08-11 09:40:25,17,194,34.9,43,294,50,7,Safe,0
2026-08-11 09:40:45,17,186,35.2,43,303,49,3,Safe,0
2026-08-11 09:41:04,17,181,35.1,47,301,51,3,Safe,0
2026-08-11 09:41:24,16,191,35.1,47,303,50,5,Safe,0
2026-08-11 09:41:44,15,204,35.0,43,297,50,5,Safe,0
2026-08-11 09:42:04,16,216,35.2,45,296,51,3,Safe,0
2026-08-11 09:46:26,17,203,35.1,44,304,50,6,Safe,0
2026-08-11 09:46:46,15,182,35.0,43,308,50,6,Safe,0
2026-08-11 09:47:06,16,217,35.1,44,301,49,4,Safe,0
2026-08-11 10:03:37,0,200,34.5,16,199,50,5,Safe,50
2026-08-11 10:03:56,0,200,34.5,17,175,50,15,Safe,52
2026-08-11 10:04:16,0,200,34.5,50,178,50,5,Safe,32
2026-08-11 10:04:43,16,200,34.5,13,155,50,15,Safe,26
2026-08-11 10:05:02,0,200,34.5,14,156,50,5,Safe,52
2026-08-11 10:08:35,0,200,34.5,17,155,50,35,Critical,74
2026-08-11 10:09:33,0,200,34.5,17,178,50,15,Safe,52
2026-08-11 10:09:52,0,200,34.5,11,137,50,5,Safe,52
2026-08-11 10:11:14,16,188,35.2,43,293,51,7,Safe,0
2026-08-11 10:11:33,16,186,34.9,45,296,51,4,Safe,0
2026-08-11 10:11:53,17,183,34.9,44,302,51,7,Safe,0
2026-08-11 10:19:40,17,181,35.2,46,303,50,7,Safe,0
2026-08-11 10:20:00,16,194,35.0,45,306,51,7,Safe,0
2026-08-11 10:20:19,17,219,35.0,47,298,50,3,Safe,0
2026-08-11 10:20:39,15,205,34.9,46,304,50,6,Safe,0
2026-08-11 10:20:58,17,217,35.1,44,308,50,7,Safe,0
2026-08-11 10:21:18,15,194,34.8,43,295,51,4,Safe,0
2026-08-11 10:21:37,15,218,35.1,46,294,51,4,Safe,0
2026-08-11 10:21:56,17,215,35.1,47,306,51,4,Safe,0
2026-08-11 10:22:16,15,204,35.0,45,301,50,7,Safe,0
2026-08-11 10:22:35,16,205,34.9,46,300,49,4,Safe,0
2026-08-11 10:22:54,15,209,35.1,47,298,50,5,Safe,0
2026-08-11 10:23:14,17,196,35.2,45,305,49,4,Safe,0
2026-08-11 10:23:33,15,217,34.9,46,309,49,4,Safe,0
2026-08-11 10:23:52,15,214,34.9,46,303,50,3,Safe,0
2026-08-11 10:24:12,15,180,34.8,47,294,49,4,Safe,0
2026-08-11 10:24:31,15,216,34.9,47,297,50,3,Safe,0
2026-08-11 10:24:51,15,188,34.9,45,292,51,5,Safe,0
2026-08-11 10:25:11,15,220,35.0,45,296,49,4,Safe,0
2026-08-11 10:25:31,17,220,35.1,47,299,50,5,Safe,0
2026-08-11 10:25:51,17,215,35.1,47,307,49,7,Safe,0
2026-08-11 10:26:10,17,204,35.0,43,303,51,5,Safe,0
2026-08-11 10:26:29,15,198,35.1,47,299,49,6,Safe,0
2026-08-11 10:26:49,16,182,35.0,44,303,49,4,Safe,0
2026-08-11 10:27:08,15,212,34.9,44,309,49,7,Safe,0
2026-08-11 10:27:27,15,204,35.2,46,306,50,3,Safe,0
2026-08-11 10:27:46,16,207,34.9,47,293,51,4,Safe,0
2026-08-11 10:28:05,17,213,35.0,45,308,51,3,Safe,0
2026-08-11 10:28:25,17,186,34.9,44,310,51,5,Safe,0
2026-08-11 10:28:44,16,203,35.0,43,303,51,5,Safe,0
2026-08-11 10:29:03,17,202,34.9,45,306,49,3,Safe,0
2026-08-11 10:30:39,17,215,34.8,47,299,49,7,Safe,0
2026-08-11 10:36:30,0,193,34.9,43,304,51,3,Safe,0
2026-08-11 10:36:49,0,195,35.1,44,299,51,5,Safe,0
2026-08-11 10:39:44,4,181,35.0,47,292,50,3,Safe,2
2026-08-11 10:40:03,10,190,35.1,44,301,51,6,Safe,0
2026-08-11 10:40:23,16,206,35.0,47,305,49,4,Safe,0
2026-08-11 10:40:42,22,203,34.9,47,305,50,6,Safe,0
2026-08-11 10:44:03,0,192,35.0,43,293,50,4,Safe,0
2026-08-11 10:46:27,0,217,35.0,45,308,50,7,Safe,1
2026-08-11 10:46:46,0,198,35.0,43,292,49,5,Safe,0
2026-08-11 10:47:06,0,198,35.2,44,308,51,6,Safe,0
2026-08-11 10:47:34,0,215,34.8,46,301,50,4,Safe,1
2026-08-11 10:55:49,0,200,30.7,18,150,50,5,Safe,13
2026-08-11 10:56:08,0,200,37.3,50,102,50,5,Safe,4
2026-08-11 10:56:27,0,200,30.7,50,70,50,5,Safe,18
2026-08-11 10:56:47,0,200,30.7,50,82,50,5,Safe,18
2026-08-11 10:57:06,0,200,186.4,50,145,50,5,Safe,0
2026-08-11 10:57:25,0,200,38.0,17,150,50,5,Safe,1
2026-08-11 10:57:45,0,200,38.1,31,150,50,5,Safe,1
2026-08-11 10:58:04,0,200,38.2,17,150,50,5,Safe,1
2026-08-11 10:58:23,0,218,35.1,45,308,50,6,Safe,1
2026-08-11 10:58:41,0,191,34.8,43,301,50,5,Safe,0
2026-08-11 11:04:31,0,200,37.6,9,150,50,5,Safe,2
2026-08-11 11:04:51,0,200,37.6,5,150,50,5,Safe,6
2026-08-11 11:06:06,0,200,35.7,10,150,50,5,Safe,2
2026-08-11 11:09:08,2,611,36.2,17,746,50,5,Safe,6
2026-08-11 11:09:30,3,686,34.5,50,150,50,5,Safe,10
2026-08-11 11:10:08,3,686,35.9,13,96,50,5,Safe,14
2026-08-11 11:12:37,3,686,28.7,50,5760,50,5,Safe,7
2026-08-11 11:24:38,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 11:30:40,0,200,25.0,6553,150,50,5,Safe,12
2026-08-11 11:35:16,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 11:38:57,0,214,24.8,5,153,50,7,Safe,18
2026-08-11 11:44:23,0,200,25.0,0,150,50,5,Safe,18
2026-08-11 12:26:59,0,200,25.0,0,150,50,5,Safe,18
2026-08-11 12:44:12,0,200,25.0,0,150,50,5,Safe,18
2026-08-11 12:46:16,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 12:51:45,16,200,34.5,14,175,50,15,Safe,0
2026-08-11 12:52:05,0,200,34.5,15,436,50,5,Safe,8
2026-08-11 12:52:24,0,200,34.5,16,158,50,5,Safe,0
2026-08-11 12:53:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 12:55:29,0,200,34.5,8,71,50,5,Safe,6
2026-08-11 12:55:48,0,200,34.5,6,98,50,35,Critical,90
2026-08-11 12:56:08,0,200,34.5,5,141,50,35,Critical,98
2026-08-11 12:59:14,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 12:59:34,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 12:59:55,0,200,29.7,9,135,50,5,Safe,13
2026-08-11 13:00:15,0,200,29.7,0,187,50,5,Safe,18
2026-08-11 13:00:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:01:02,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:01:23,0,200,29.8,12,119,50,5,Safe,13
2026-08-11 13:01:44,0,200,29.8,11,117,50,5,Safe,13
2026-08-11 13:02:04,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:02:24,0,200,34.5,0,142,50,35,Critical,98
2026-08-11 13:02:44,0,200,34.5,0,-1,50,5,Safe,12
2026-08-11 13:03:03,0,200,34.5,11,54612,50,5,Safe,6
2026-08-11 13:03:22,0,200,34.5,25,7627,50,5,Safe,0
2026-08-11 13:03:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:04:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:04:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:06:39,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:06:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:07:17,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:07:36,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:07:55,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:08:14,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:08:33,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:08:52,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:09:11,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:09:32,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:09:51,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:10:11,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:10:31,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:10:51,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:11:12,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:11:32,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:11:52,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:12:12,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:33:16,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:33:35,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:33:55,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:34:14,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:34:33,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:34:52,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:35:12,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:35:31,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:35:51,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:36:10,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:36:29,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:36:48,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:37:07,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:37:27,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:37:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:38:05,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:38:27,0,700,33.5,15,80,25,40,Critical,97
2026-08-11 13:38:59,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:39:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:39:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:40:02,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:40:22,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:40:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:41:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:41:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:41:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:42:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:42:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:42:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:43:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:43:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:43:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:44:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:44:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:44:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:45:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:45:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:45:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:46:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:46:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:46:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:47:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:47:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:47:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:48:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:48:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:48:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:49:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:49:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:49:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:50:02,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:50:22,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:50:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:51:02,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:51:22,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:51:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:52:03,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:52:23,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:52:43,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:53:03,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:53:24,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:53:44,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:54:04,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:54:24,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:54:44,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:55:04,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:55:24,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:55:44,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:56:04,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:56:25,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:56:45,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:57:05,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:57:25,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:57:45,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:58:05,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:58:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:58:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:59:06,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:59:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 13:59:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:00:06,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:00:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:00:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:01:07,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:01:27,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:01:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:02:06,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:02:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:02:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:03:06,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:03:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:03:46,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:04:06,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:04:26,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:04:47,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:05:07,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:05:27,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:05:47,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:06:07,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:06:28,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:06:48,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:07:08,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:07:28,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:07:48,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:08:08,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:08:28,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:08:48,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:09:08,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:09:28,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:09:48,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:10:09,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:10:29,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:10:50,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:11:10,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:11:31,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:11:52,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:12:12,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:12:33,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:12:53,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:13:13,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:13:33,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:13:53,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:14:13,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:14:33,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:14:53,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:15:13,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:15:33,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:15:54,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:16:14,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:16:34,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:16:54,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:17:14,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:17:34,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:17:54,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:18:15,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:18:35,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:18:55,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:19:16,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:19:36,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:19:56,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:20:16,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:20:37,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:20:57,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:21:17,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:21:37,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:21:57,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:22:17,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:22:37,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:22:57,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:23:17,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:23:37,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:23:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:24:18,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:24:38,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:24:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:25:18,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:25:38,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:25:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:26:18,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:26:38,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:26:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:27:18,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:27:38,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:27:58,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:28:18,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:28:38,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:28:59,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:29:19,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:29:40,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:30:00,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:30:19,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:30:40,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:31:00,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:31:20,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:31:40,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:32:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:32:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:32:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:33:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:33:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:33:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:34:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:34:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:34:41,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:35:01,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:35:21,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:35:42,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:36:02,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:36:22,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:36:43,0,200,25.0,45,150,50,5,Safe,12
2026-08-11 14:37:05,0,200,25.0,45,150,50,5,Safe,12
